"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
    Test Case: NAF-345
    As a user, I want an in-app notifications page, so that I can view all my missed notifications in one place, even if I missed the initial push notification.
    Scenario: Verify notifications page is accessible
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""Notifications"" tab
    3. Verify notifications page is accessible
    ","1","test_NAF_16_2_0_verify_notifications_page_is_accessible","tests.android","Fri Sep 12 18:12:25 JST 2025","passed","Fri Sep 12 18:12:25 JST 2025","TestNotification","test_16_Notification","",""
"
    Test Case: NAF-55
    As a registered user I can view and update my profile settings
    Scenario: Modify Name
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""My Profile"" button
    3. Click on ""Edit"" button
    4. Enter name
    5. Click on ""Save"" button
    ","46985","test_NAF_3_4_0_modify_name","tests.android","Fri Sep 12 17:57:38 JST 2025","passed","Fri Sep 12 17:58:25 JST 2025","TestPersonInformationManagement","test_3_Account_Setup","",""
"
    Test Case: NAF-98, NAF-99, NAF-105
    As a user I can enroll/unenroll any of the programs
    Scenario: Start a program
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to the Programs tab
    3. Click on a program card
    4. If not enrolled, enroll first
    5. Click 'Start Program' button
    6. Verify 'Day 1 complete!' popup is displayed
    7. Click 'Back Home' button
    ","10322","test_NAF_4_5_0_start_a_program","tests.ios","Fri Sep 12 18:19:55 JST 2025","passed","Fri Sep 12 18:20:06 JST 2025","TestProgramManagement","test_4_Program_Management","",""
"
    Test Case: NAF-269
    As a user I want to create text or text + image posts to share with the community
    Scenario: Verify viewing comments on a post
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""Community"" tab
    3. Click on a comment button for any post
    4. Verify comment section opens
    5. Add a comment
    6. Verify comment is posted successfully
    
    Expected Result: User should be able to view and add comments to posts
    ","1002","test_NAF_14_2_0_verify_viewing_comments_on_post","tests.ios","Fri Sep 12 18:21:15 JST 2025","passed","Fri Sep 12 18:21:16 JST 2025","TestCommunityManagement","test_14_Community","",""
"
Test Case 254: Verify Pinning a Post
Test Case 255: Verify Post Pinned to Top of Community Thread
Test Case 256: Verify Unpinning a Post

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Postpartum community page
4. Create a new post with image
5. Publish the post and verify creation
6. Pin the post
7. Unpin the post
8. Verify pin/unpin functionality works correctly
","29824","test_12_6_0_pin_unpin_community_post","tests.web","Fri Sep 12 17:52:18 JST 2025","passed","Fri Sep 12 17:52:48 JST 2025","","test_12_CMS_Communities","",""
"
    Test Case: NAF-432
    As a user I want to create text or text + image posts to share with the community
    Scenario: Verify edit post after sending
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""Community"" tab
    3. Find first post with three dots (more options)
    4. Click three dots and check for Edit option
    5. If Edit option exists, click Edit
    6. Update post text to ""Test edit post""
    7. Click Post button
    8. Verify updated post is visible in feed
    
    Expected Result: Post should be editable if edit functionality is implemented
    ","2","test_NAF_14_2_0_verify_edit_post_after_sending","tests.ios","Fri Sep 12 18:21:05 JST 2025","passed","Fri Sep 12 18:21:05 JST 2025","TestCommunityManagement","test_14_Community","",""
"
Test Case 208: Verify notification status persists after page reload.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Mark a notification as read/unread
5. Reload the page
6. Verify notification moved to correct tab
7. Verify status persists after reload
","6423","test_CMS_11_8_0_Notification_Status_After_Page_Reload","tests.web","Fri Sep 12 17:50:02 JST 2025","passed","Fri Sep 12 17:50:09 JST 2025","","test_11_CMS_Notifications","",""
"
    Test Case: NAF-93, NAF-96, NAF-97
    As a user on the home page I should be able to see the list of recommended programs
    Scenario: View list of recommended programs
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to the Programs tab
    3. Verify the list of recommended programs is displayed
    4. Click on a program card
    5. Verify program detail page is displayed
    6. Verify program card information is displayed
    7. Verify program detail page is displayed
    ","43674","test_NAF_4_3_0_view_recommended_programs","tests.android","Fri Sep 12 18:05:26 JST 2025","passed","Fri Sep 12 18:06:10 JST 2025","TestProgramManagement","test_4_Program_Management","",""
"
    Test Case: NAF-268
    As a user I want to create text or text + image posts to share with the community
    Scenario: Verify post fields after sending
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""Community"" tab
    3. Click ""NEW POST"" button
    4. Verify post input field is present and editable
    5. Enter text content
    6. Click ""Post"" button
    7. Verify post fields are cleared after sending
    
    Expected Result: Post input field should be present, editable, and cleared after posting
    ","11484","test_NAF_14_2_0_verify_post_fields_after_sending","tests.android","Fri Sep 12 18:09:13 JST 2025","passed","Fri Sep 12 18:09:25 JST 2025","TestCommunityManagement","test_14_Community","",""
"
    Test Case: NAF-47
    As a registered user I can add my kids info in my profile page
    Scenario: Delete Kids
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""My Profile"" button
    3. Click on ""Add a child"" button
    4. Enter child's name
    5. Enter child's age
    6. Click on ""Save"" button
    7. Verify child's info is added
    8. Click on ""Edit"" button
    9. Click on ""Delete"" button
    10. Verify child's info is deleted
    ","36099","test_NAF_3_5_0_delete_kids","tests.android","Fri Sep 12 18:01:40 JST 2025","passed","Fri Sep 12 18:02:16 JST 2025","TestPersonInformationManagement","test_3_Account_Setup","",""
"
    Test Case: NAF-15
    As a user, I want to log in with my email and password
    Scenario: Login Unsuccessful due to Non-existent Email
    
    Steps:
    1. Open the app
    2. Click on ""Log in"" button
    3. Click on ""Sign in with your email"" button
    4. Enter non-existent email: test@example.com
    5. Enter password: testpassword
    6. Click ""Log in"" button    
    7. Verify error message appears
    
    Expected Result: Error message ""There is no account associated with this email. Please sign up."" should be displayed
    ","28491","test_NAF_2_2_0_login_with_wrong_email","tests.ios","Fri Sep 12 18:15:21 JST 2025","passed","Fri Sep 12 18:15:49 JST 2025","TestAuthentication","test_2_Authentication","",""
"
    Test Case: NAF-432
    As a user I want to create text or text + image posts to share with the community
    Scenario: Verify edit post after sending
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""Community"" tab
    3. Find first post with three dots (more options)
    4. Click three dots and check for Edit option
    5. If Edit option exists, click Edit
    6. Update post text to ""Test edit post""
    7. Click Post button
    8. Verify updated post is visible in feed
    
    Expected Result: Post should be editable if edit functionality is implemented
    ","0","test_NAF_14_2_0_verify_edit_post_after_sending","tests.android","Fri Sep 12 18:09:35 JST 2025","passed","Fri Sep 12 18:09:35 JST 2025","TestCommunityManagement","test_14_Community","",""
"
    Test Case: NAF-16
    As a user I want to reset my password if I forget it
    Scenario: Successful Password Reset Request
    
    Steps:
    1. Open the app, Go to the Login page
    2. Click the 'forgot password?' link
    3. Enter a valid registered email
    4. Click 'Submit' button
    ","11537","test_NAF_2_3_0_successful_password_reset_request","tests.android","Fri Sep 12 17:54:13 JST 2025","passed","Fri Sep 12 17:54:24 JST 2025","TestAuthentication","test_2_Authentication","",""
"
    Test Case: NAF-20
    As a user, I want to log out and log back in
    Scenario: Logout and Relogin
    
    Steps:
    1. Open the app
    2. Go to ""My Profile"" button
    3. Click on ""Log out"" button
    4. Verify successful logout
    5. Click on ""Log in"" button
    6. Verify successful login
    ","56063","test_NAF_2_5_0_logout_and_relogin","tests.android","Fri Sep 12 17:56:07 JST 2025","passed","Fri Sep 12 17:57:03 JST 2025","TestAuthentication","test_2_Authentication","",""
"
    Test Case: NAF-73 - NAF 81, random stage change
    As a registered user I can edit my current stage
    Scenario: Change Stage
    
    Steps:
    1. Open the app, assume the user is logged in   
    2. Go to ""My Profile"" button
    3. Click on ""Edit"" button
    4. Click on ""Stage"" button
    5. Click on ""Change"" button
    6. Verify stage is changed
    ","39319","test_NAF_3_7_0_change_stage","tests.android","Fri Sep 12 18:03:14 JST 2025","passed","Fri Sep 12 18:03:54 JST 2025","TestPersonInformationManagement","test_3_Account_Setup","",""
"
    Test Case: NAF-12
    As a user, I want to log in with my email and password
    Scenario: Successful Login
    
    Steps:
    1. Open the app
    2. Click on ""Log in"" button
    3. Click on ""Sign in with your email"" button
    4. Enter valid email and password
    5. Click ""Log in"" button
    6. Verify successful login
    
    Expected Result: User should be successfully logged in and redirected to the main app
    ","32007","test_NAF_2_2_0_successful_login","tests.ios","Fri Sep 12 18:17:10 JST 2025","passed","Fri Sep 12 18:17:42 JST 2025","TestAuthentication","test_2_Authentication","",""
"
    Test Case: NAF-271
    As a user, I want to interact with post: ""Like"" post, leave comments
    Scenario: Verify liking a post
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""Community"" tab
    3. Find the first like button
    4. Record current like count
    5. Click like button
    6. Verify like count changes as expected
    
    Expected Result: User should be able to like posts and see like count change
    ","1006","test_NAF_14_4_0_verify_liking_post","tests.ios","Fri Sep 12 18:21:36 JST 2025","passed","Fri Sep 12 18:21:37 JST 2025","TestCommunityManagement","test_14_Community","",""
"
    Test Case: NAF-414
    As a user I want to be able to view challenge details
    Scenario: Challenge Information Display
    
    Steps:
    1. Open the app, assume the user is logged in   
    2. Go to ""Challenges"" tab
    3. Verify challenge information is displayed
    ","0","test_NAF_17_2_0_verify_challenge_information_display","tests.android","Fri Sep 12 18:12:41 JST 2025","passed","Fri Sep 12 18:12:41 JST 2025","TestNotification","test_17_Challenge","",""
"
    Test Case: NAF-269
    As a user I want to create text or text + image posts to share with the community
    Scenario: Verify viewing comments on a post
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""Community"" tab
    3. Click on a comment button for any post
    4. Verify comment section opens
    5. Add a comment
    6. Verify comment is posted successfully
    
    Expected Result: User should be able to view and add comments to posts
    ","27727","test_NAF_14_2_0_verify_viewing_comments_on_post","tests.android","Fri Sep 12 18:09:44 JST 2025","passed","Fri Sep 12 18:10:12 JST 2025","TestCommunityManagement","test_14_Community","",""
"
Test that an admin user can view all programs list.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Programs section
4. Verify programs list is displayed
5. Verify all programs are accessible
","1896","test_NAF_9_2_0_View_Programs_List","tests.web","Fri Sep 12 17:48:30 JST 2025","passed","Fri Sep 12 17:48:32 JST 2025","","test_9_Programs_Management","",""
"
    Test Case: NAF-12
    As a user, I want to log in with my email and password
    Scenario: Successful Login
    
    Steps:
    1. Open the app
    2. Click on ""Log in"" button
    3. Click on ""Sign in with your email"" button
    4. Enter valid email and password
    5. Click ""Log in"" button
    6. Verify successful login
    
    Expected Result: User should be successfully logged in and redirected to the main app
    ","33885","test_NAF_2_2_0_successful_login","tests.android","Fri Sep 12 17:54:35 JST 2025","passed","Fri Sep 12 17:55:09 JST 2025","TestAuthentication","test_2_Authentication","",""
"
Test Case 211: Verify ability to reply to program step thread from notification.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Check for unread notifications
5. If no unread notifications, switch to Read tab
6. Click on the first notification entry
7. Reply to the program step thread
8. Verify reply functionality works correctly
","12795","test_CMS_11_11_0_Reply_To_Program_Step_Thread","tests.web","Fri Sep 12 17:50:24 JST 2025","passed","Fri Sep 12 17:50:37 JST 2025","","test_11_CMS_Notifications","",""
"
    Test Case: NAF-42
    As a registered user I can add my kids info in my profile page
    Scenario: Add Kids
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""My Profile"" button
    3. Click on ""Add a child"" button
    4. Enter child's name
    5. Enter child's age
    6. Click on ""Save"" button
    7. Verify child's info is added
    ","25928","test_NAF_3_5_0_add_kids","tests.android","Fri Sep 12 18:01:08 JST 2025","passed","Fri Sep 12 18:01:34 JST 2025","TestPersonInformationManagement","test_3_Account_Setup","",""
"
    Test Case: NAF-348
    As a user, I want an in-app notifications page, so that I can view all my missed notifications in one place, even if I missed the initial push notification.
    Scenario: Verify clicking on a notification opens relevant content
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""Notifications"" tab
    3. Verify clicking on a notification opens relevant content
    ","0","test_NAF_16_2_0_verify_clicking_on_a_notification_opens_relevant_content","tests.android","Fri Sep 12 18:12:28 JST 2025","passed","Fri Sep 12 18:12:28 JST 2025","TestNotification","test_16_Notification","",""
"
Test Case 205: Verify that marking multiple notifications as read works correctly.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Mark multiple notifications as read (up to 3)
5. Verify each notification is marked as read
","2045","test_CMS_11_6_0_Mark_Multiple_Notifications_As_Read","tests.web","Fri Sep 12 17:49:57 JST 2025","passed","Fri Sep 12 17:49:59 JST 2025","","test_11_CMS_Notifications","",""
"
    Test Case: NAF-348
    As a user, I want an in-app notifications page, so that I can view all my missed notifications in one place, even if I missed the initial push notification.
    Scenario: Verify clicking on a notification opens relevant content
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""Notifications"" tab
    3. Verify clicking on a notification opens relevant content
    ","0","test_NAF_16_2_0_verify_clicking_on_a_notification_opens_relevant_content","tests.ios","Fri Sep 12 18:22:02 JST 2025","passed","Fri Sep 12 18:22:02 JST 2025","TestNotification","test_16_Notification","",""
"
    Test Case: NAF-2
    As a user I want to be able to sign to the app with email and password
    Scenario: Unsuccessful Registration due to Invalid Email
    
    Steps:
    1. Open the app
    2. Click on ""Sign up"" button
    3. Click on ""Sign up with your email"" button
    3. Enter invalid email: test@example.com
    4. Enter password: testpassword
    5. Click ""Sign up"" button
    ","29247","test_NAF_2_1_0_unsuccessful_registration_due_to_invalid_email","tests.ios","Fri Sep 12 18:14:43 JST 2025","passed","Fri Sep 12 18:15:13 JST 2025","TestAuthentication","test_2_Authentication","",""
"
Test Case 202: Verify the switching between ""Unread"" and ""Read"" tabs.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Switch to Read tab
5. Switch to Unread tab
6. Verify tab switching works correctly
","1981","test_CMS_11_3_0_Switch_Between_Tabs","tests.web","Fri Sep 12 17:49:45 JST 2025","passed","Fri Sep 12 17:49:47 JST 2025","","test_11_CMS_Notifications","",""
"
Test that an admin user can search program by program's title.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Programs section
4. Create a new program with random title
5. Search for the created program by title
6. Verify search results display the correct program
","21880","test_NAF_9_3_0_Search_Program","tests.web","Fri Sep 12 17:48:32 JST 2025","passed","Fri Sep 12 17:48:54 JST 2025","","test_9_Programs_Management","",""
"
Test that an admin user can search videos by video title.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Video section
4. Upload a new video with random title
5. Search for the uploaded video by invalid keyword
6. Verify search results display no videos
","2012","test_NAF_8_3_0_Search_Videos_Invalid_Keyword","tests.web","Fri Sep 12 17:47:00 JST 2025","passed","Fri Sep 12 17:47:02 JST 2025","","test_8_CMS_Video_Management","",""
"
Test that an admin user can navigate to the Video section of the CMS platform through the sidebar menu.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Video section via sidebar menu
4. Verify successful navigation to video section
","2620","test_NAF_8_1_0_Navigate_To_Video_Section","tests.web","Fri Sep 12 17:46:48 JST 2025","passed","Fri Sep 12 17:46:51 JST 2025","","test_8_CMS_Video_Management","",""
"
    Test Case: NAF-433
    As a user, I want to be able to log out from the app
    Scenario: Logout and Relogin
    
    Steps:
    1. Open the app
    2. Go to ""My Profile"" button
    3. Click on ""Log out"" button
    4. Verify successful logout
    5. Click on ""Log in"" button
    6. Verify successful login
    
    Expected Result: User should be successfully logged in and redirected to the main app
    ","71047","test_logout_and_relogin","tests.android","Fri Sep 12 18:12:52 JST 2025","passed","Fri Sep 12 18:14:04 JST 2025","TestLogout","test_2_Authentication_logout","",""
"
Test Case 209: Verify ability to access comment from notification.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Check for unread notifications
5. If no unread notifications, switch to Read tab
6. Click on the first notification entry
7. Verify user is redirected to Comments view
8. Verify comment view access is successful
","1996","test_CMS_11_9_0_Access_Comment_From_Notification","tests.web","Fri Sep 12 17:50:09 JST 2025","passed","Fri Sep 12 17:50:11 JST 2025","","test_11_CMS_Notifications","",""
"
    Test Case: NAF-266
    As a user I want to create text or text + image posts to share with the community
    Scenario: Verify creating a text-only post
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""Community"" tab
    3. Click ""NEW POST"" button
    4. Enter text content
    5. Click ""Post"" button
    6. Verify post is created successfully
    
    Expected Result: Text-only post should be created and visible in the community feed
    ","11565","test_NAF_14_2_0_create_text_only_post","tests.android","Fri Sep 12 18:08:50 JST 2025","passed","Fri Sep 12 18:09:01 JST 2025","TestCommunityManagement","test_14_Community","",""
"
    Test Case: NAF-272
    As a user, I want to interact with post: ""Like"" post, leave comments
    Scenario: Verify adding a comment to a post
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""Community"" tab
    3. Find a post with comments
    4. Click on comment button
    5. Add a new comment
    6. Verify comment is added successfully
    
    Expected Result: User should be able to add comments to posts
    ","0","test_NAF_14_4_0_verify_adding_comment_to_post","tests.ios","Fri Sep 12 18:21:26 JST 2025","passed","Fri Sep 12 18:21:26 JST 2025","TestCommunityManagement","test_14_Community","",""
