"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 12 13:34:07 UTC 2026","Mon Jan 12 13:34:30 UTC 2026","23553","tests","test_8_CMS_Video_Management","","","","test_NAF_8_3_0_Search_Videos","
Test that an admin user can search videos by video title.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Video section
4. Upload a new video with random title
5. Search for the uploaded video by title
6. Verify search results display the correct video
"
"broken","Mon Jan 12 15:51:16 UTC 2026","Mon Jan 12 15:51:16 UTC 2026","0","tests.ios","test_14_Community","TestCommunityManagement","","","test_NAF_14_4_0_verify_adding_comment_to_post","
    Test Case: NAF-272
    As a user, I want to interact with post: 'Like' post, leave comments
    Scenario: Verify adding a comment to a post
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to 'Community' tab
    3. Find a post with comments
    4. Click on comment button
    5. Add a new comment
    6. Verify comment is added successfully
    
    Expected Result: User should be able to add comments to posts
    "
"passed","Mon Jan 12 13:48:03 UTC 2026","Mon Jan 12 13:48:28 UTC 2026","25196","tests","test_11_CMS_Notifications","","","","test_CMS_11_8_0_Notification_Status_After_Page_Reload","
Test Case 208: Verify notification status persists after page reload.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Mark a notification as read/unread
5. Reload the page
6. Verify notification moved to correct tab
7. Verify status persists after reload
"
"passed","Mon Jan 12 13:45:13 UTC 2026","Mon Jan 12 13:45:45 UTC 2026","31715","tests","test_11_CMS_Notifications","","","","test_CMS_11_1_0_Verify_Notifications_Page","
Test Case 199: Verify the notifications page loads correctly.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Verify tabs are displayed correctly
5. Verify table headers are present
6. Verify notification rows are loaded
"
"passed","Mon Jan 12 13:34:30 UTC 2026","Mon Jan 12 13:34:53 UTC 2026","22942","tests","test_8_CMS_Video_Management","","","","test_NAF_8_3_0_Search_Videos_Invalid_Keyword","
Test that an admin user can search videos by video title.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Video section
4. Upload a new video with random title
5. Search for the uploaded video by invalid keyword
6. Verify search results display no videos
"
"broken","Mon Jan 12 13:54:23 UTC 2026","Mon Jan 12 13:55:10 UTC 2026","46849","tests","test_12_CMS_Communities","","","","test_NAF_12_4_0_delete_edit_own_and_others_post","
Test Case 238: Verify Admin/Coach Can Edit Own Post
Test Case 239: Verify Admin/Coach Can Delete Own Post
Test Case 242: Verify Admin/Coach Can Edit Own Reply
Test Case 243: Verify Admin/Coach Can Delete Own Reply

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Postpartum community page
4. Create a new post with image
5. Publish the post and verify creation
6. Edit the post with new content
7. Add a comment to the post
8. Delete the comment
9. Delete the post
"
"broken","Mon Jan 12 13:53:13 UTC 2026","Mon Jan 12 13:54:58 UTC 2026","105077","tests.android","test_2_Authentication","TestAuthentication","","","test_NAF_2_5_0_logout_and_relogin","
    Test Case: NAF-20
    As a user, I want to log out and log back in
    Scenario: Logout and Relogin
    
    Steps:
    1. Open the app
    2. Go to ""My Profile"" button
    3. Click on ""Log out"" button
    4. Verify successful logout
    5. Click on ""Log in"" button
    6. Verify successful login
    "
"broken","Mon Jan 12 14:54:46 UTC 2026","Mon Jan 12 14:55:02 UTC 2026","15762","tests.ios","test_2_Authentication","TestAuthentication","","","test_NAF_2_2_0_successful_login","
    Test Case: NAF-12
    As a user, I want to log in with my email and password
    Scenario: Successful Login
    
    Steps:
    1. Open the app
    2. Click on ""Log in"" button
    3. Click on ""Sign in with your email"" button
    4. Enter valid email and password
    5. Click ""Log in"" button
    6. Verify successful login
    
    Expected Result: User should be successfully logged in and redirected to the main app
    "
"broken","Mon Jan 12 15:22:04 UTC 2026","Mon Jan 12 15:23:49 UTC 2026","105682","tests.ios","test_3_Account_Setup","TestPersonInformationManagement","","","test_NAF_3_2_0_update_bio","
    Test Case: NAF-37, NAF-39
    As a registered user I can view and update my bio
    Scenario: Update Bio
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""My Profile"" button
    3. Click on ""Edit"" button
    4. Enter bio content
    5. Click on ""Save"" button
    6. Verify bio content is updated
    
    Expected Result: Bio content is updated
    "
"broken","Mon Jan 12 15:34:26 UTC 2026","Mon Jan 12 15:36:16 UTC 2026","110778","tests.ios","test_3_Account_Setup","TestPersonInformationManagement","","","test_NAF_3_4_0_modify_mobile","
    Test Case: NAF-60
    As a registered user I can view and update my profile settings
    Scenario: Modify Mobile
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""My Profile"" button
    3. Click on ""Edit"" button
    4. Enter mobile number
    5. Click on ""Save"" button   
    "
"passed","Mon Jan 12 13:41:47 UTC 2026","Mon Jan 12 13:42:35 UTC 2026","47640","tests","test_9_Programs_Management","","","","test_NAF_9_6_0_Delete_Program","
Test that an admin user can delete program using the 3 dots menu.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Programs section
4. Create a new program with random title
5. Delete the program using 3 dots menu
6. Verify program is successfully deleted
"
"broken","Mon Jan 12 14:44:31 UTC 2026","Mon Jan 12 14:44:46 UTC 2026","15754","tests.ios","test_2_Authentication","TestAuthentication","","","test_NAF_2_2_0_login_with_wrong_email","
    Test Case: NAF-15
    As a user, I want to log in with my email and password
    Scenario: Login Unsuccessful due to Non-existent Email
    
    Steps:
    1. Open the app
    2. Click on ""Log in"" button
    3. Click on ""Sign in with your email"" button
    4. Enter non-existent email: test@example.com
    5. Enter password: testpassword
    6. Click ""Log in"" button    
    7. Verify error message appears
    
    Expected Result: Error message ""There is no account associated with this email. Please sign up."" should be displayed
    "
"broken","Mon Jan 12 14:19:47 UTC 2026","Mon Jan 12 14:21:38 UTC 2026","110697","tests.android","test_3_Account_Setup","TestPersonInformationManagement","","","test_NAF_3_4_0_modify_mobile","
    Test Case: NAF-60
    As a registered user I can view and update my profile settings
    Scenario: Modify Mobile
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""My Profile"" button
    3. Click on ""Edit"" button
    4. Enter mobile number
    5. Click on ""Save"" button   
    "
"passed","Mon Jan 12 13:49:50 UTC 2026","Mon Jan 12 13:50:06 UTC 2026","15758","tests","test_11_CMS_Notifications","","","","test_CMS_11_12_0_Close_Comments_View","
Test Case 212: Verify ability to close comments view.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Check for unread notifications
5. If no unread notifications, switch to Read tab
6. Click on the first notification entry
7. Close the comments view using Escape key
8. Verify comments view is closed successfully
"
"skipped","Mon Jan 12 15:23:50 UTC 2026","Mon Jan 12 15:23:50 UTC 2026","0","tests.ios","test_3_Account_Setup","TestPersonInformationManagement","","","test_NAF_3_3_0_edit_profile_picture","
    Test Case: NAF-40
    As a registered user I can view and update profile image
    Scenario: Edit Profile Picture
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""My Profile"" button
    3. Click on ""Edit"" button
    4. Click on ""Take a picture"" button (might not stable on simulator)
    5. Select a photo from the device
    
    Note: This test is skipped because camera functionality is not supported in the current simulator
    "
"broken","Mon Jan 12 14:39:28 UTC 2026","Mon Jan 12 14:39:28 UTC 2026","0","tests.android","test_14_Community","TestCommunityManagement","","","test_NAF_14_4_0_verify_liking_post","
    Test Case: NAF-271
    As a user, I want to interact with post: ""Like"" post, leave comments
    Scenario: Verify liking a post
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""Community"" tab
    3. Find the first like button
    4. Record current like count
    5. Click like button
    6. Verify like count changes as expected
    
    Expected Result: User should be able to like posts and see like count change
    "
"broken","Mon Jan 12 15:47:43 UTC 2026","Mon Jan 12 15:47:43 UTC 2026","0","tests.ios","test_14_Community","TestCommunityManagement","","","test_NAF_14_1_0_verify_community_feed_navigation","
    Test Case: NAF-265
    As a user, I want to join a community based on my selected stage during onboarding.
    Scenario: Verify community feed navigation
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""Community"" tab
    3. Verify community feed is displayed
    4. Verify community feed navigation is working
    "
